OBJECTID,Site_Name,DNO_Area,Substation_ID,Site_Type,Transformer_Rating__kVA_,Firm_Capacity__MVA_,Customer_Numbers,Site_Level,Three_Phase_,Primary_Voltage__kV_,Secondary_Voltage__kV_,Maximum_Demand__kW_,Upstream_Substation,Postcode,Postcodes_Fed,Postal_Sectors_Fed,Eastings,Northings,slope,slope_dimensionless,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low
2837,MILBURNGATE,North East,3.43288E+11,Ground Mounted,800,Not Applicable,10,Distribution,Yes,11,0.4,167.7,DURHAM EAST,DH1 4SL,"DH1 4UD, DH1 4UB, DH1 4SW, DH1 4SL",Not Applicable,427224,542508,24.76006317,0.461219294,Urban,0.013,Urban,Very low,Very low,Very low,Very low,Very low,Low,Low,,,,0,0,0,0,0,0.3,0,0,0.3,0,0,23.41124722,0,0,1,0,0,8.173374165,,,Extreme
2727,WALKERGATE SOUTH,North East,94246359499,Ground Mounted,1000,Not Applicable,13,Distribution,Unknown,11,0.4,462.5,BELMONT,DH1 1SQ,"DH1 1SF, DH1 1SQ, DH1 3NJ",Not Applicable,427343,542648,19.32711029,0.350726299,Urban,0.013,Urban,Low,Low,Low,Very low,Very low,,,,,,0,0,0.6,0,0,0,0,0,0.6,0,0,32.40721029,0,0,1,0,0,20.74432617,,,Extreme
3260,ELVET BRIDGE,North East,9.20704E+11,Ground Mounted,1000,Not Applicable,99,Distribution,Yes,11,0.4,700,DURHAM EAST,DH1 3AA,DH1 3AG,Not Applicable,427505,542426,18.63663673,0.337249187,Urban,0.013,Urban,Very low,Very low,Very low,Very low,Very low,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3206,MILBURNGATE STORE,North East,5.25029E+11,Ground Mounted,800,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 4SL,Redacted,Not Applicable,427234,542606,14.9871006,0.267707906,Urban,0.013,Urban,,,,,,Low,Low,Low,Low,Low,0,0,0,0,0,1.2,0,0,1.2,0,0,44.9443127,0,0,1,0,0,55.53317524,,,Extreme
2447,DURHAM LEAZES,North East,7.50142E+11,Ground Mounted,1000,Not Applicable,8,Distribution,Yes,11,0.4,282.4,DURHAM EAST,DH1 3UJ,"DH1 3UL, DH1 1AA, DH1 3UJ",Not Applicable,427503,542539,14.13076401,0.251753525,Urban,0.013,Urban,Very low,Very low,Very low,Very low,Very low,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4101,KINGSMERE,North East,7.61659E+11,Ground Mounted,500,Not Applicable,110,Distribution,Yes,11,0.4,80.3,BIRTLEY GROVE 66/11KV,DH3 4DE,"DH3 4DE, DH3 4DA, DH3 4BA, DH3 4DD, DH3 4DB",Not Applicable,427217,553306,13.62228489,0.242337209,Suburban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,12.95050474,0,0,0,0,0,2.690100949,,,Extreme
2445,DURHAM BHS,North East,2.84218E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 3AF,Redacted,Not Applicable,427524,542539,12.65375996,0.224511859,Urban,0.013,Urban,Very low,Very low,Very low,Very low,Very low,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2202,PYE CLOSE,North East,2.61675E+11,Pole Mounted,16,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,EASTGATE CEMENT,DL13 2SY,Redacted,Not Applicable,401907,535216,12.41430092,0.220125938,Calcareous grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1518,WEARHEAD WATER,North East,1.49911E+11,Ground Mounted,1600,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,EASTGATE CEMENT,DL13 1DL,Redacted,Not Applicable,385021,539221,11.92998886,0.211279761,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
125,LUNEDALE BROCK SCAR,North East,7.9053E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,No,11,0.4,Redacted,HARMIRE BRIDGE,DL12 0PW,Redacted,Not Applicable,393896,522087,11.72307777,0.207510137,Calcareous grassland,0.04,Pasture/Arable,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,3.894750698,0,0,0,0,0,0.87895014,,,Moderate
1575,ALLENSHIELDS,North East,41938608549,Pole Mounted,15,Not Applicable,≤5,Distribution,No,20,0.4,Redacted,CONSETT,DH8 9PP,Redacted,Not Applicable,396325,549469,10.28221703,0.181410196,Improved grassland,0.04,Pasture/Arable,,,,,,High,High,Low,Very low,Very low,0,0,0,0.3,0.3,0.6,0.3,0.3,0.6,4.771830681,4.771830681,7.574809042,0.5,0.5,0.5,2.081549204,2.081549204,5.344885425,Significant,Significant,Extreme
1417,HARWOOD FROG,North East,9.03044E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,EASTGATE CEMENT,DL12 0YB,Redacted,Not Applicable,380890,534150,9.994686127,0.176231354,Improved grassland,0.04,Pasture/Arable,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,4.70322513,0,0,0.5,0,0,2.060967539,,,Significant
1406,LOW ALLERS,North East,55179572265,Pole Mounted,15,Not Applicable,8,Distribution,Unknown,20,0.4,15.4,EASTGATE CEMENT,DL13 1DF,"DL13 1AG, DL13 1DF",Not Applicable,384952,541039,9.536449432,0.167996656,Calcareous grassland,0.04,Pasture/Arable,Low,Low,Very low,Very low,Very low,,,,,,0,0,0.3,0,0,0,0,0,0.3,0,0,4.592027681,0,0,0.5,0,0,2.027608304,,,Significant
1392,HIGH RUSH,North East,4.2731E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,EASTGATE CEMENT,DL13 1DF,Redacted,Not Applicable,383980,541254,9.194559097,0.161867207,Calcareous grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2872,DURHAM NSI,North East,96702782381,Ground Mounted,1000,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,DURHAM EAST,DH1 1SL,Redacted,Not Applicable,427334,542703,8.433663368,0.148267553,Urban,0.013,Urban,High,High,Medium,Low,Low,,,,,,0.3,0.6,1.2,0,0,0,0.3,0.6,1.2,13.27375745,21.07077654,33.44777284,1,1,1,5.132127234,13.94246592,41.73732741,Extreme,Extreme,Extreme
2919,FREEMANS REACH SOUTH,North East,4.48654E+11,Ground Mounted,800,Not Applicable,36,Distribution,Yes,11,0.4,131.3,DURHAM EAST,DH1 1SL,"DH1 1SQ, DH1 3RP",Not Applicable,427336,542709,8.433663368,0.148267553,Urban,0.013,Urban,High,High,Medium,Low,Low,,,,,,0.3,0.6,1.2,0,0,0,0.3,0.6,1.2,13.27375745,21.07077654,33.44777284,1,1,1,5.132127234,13.94246592,41.73732741,Extreme,Extreme,Extreme
170,EGGLESTON TOWN,North East,6.04461E+11,Ground Mounted,500,Not Applicable,38,Distribution,Yes,20,0.4,135.1,HARMIRE BRIDGE,DL12 0AA,"DL12 0DB, DL12 0BQ, DL12 0BF, DL12 0DE, DL12 0AJ, DL12 0DF, DL12 0DA",Not Applicable,400165,523748,8.188931465,0.143905013,Calcareous grassland,0.04,Pasture/Arable,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,3.243380992,0,0,0,0,0,0.748676198,,,Low
2848,NEVILLE STREET,North East,6.24183E+11,Ground Mounted,300,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 4SH,Redacted,Not Applicable,427041,542529,8.156833649,0.143333245,Urban,0.013,Urban,,,,,,Medium,Low,Very low,Very low,Very low,0,0,0,0,0.2,0.3,0,0.2,0.3,0,9.959788397,13.05101486,0,0,1,0,2.091957679,5.065304459,,Significant,Extreme
1619,WILLINGTON LIDO,North East,7.55267E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL15 0DJ,Redacted,Not Applicable,420720,534735,7.802204609,0.137022161,Improved grassland,0.04,Pasture/Arable,High,Medium,Low,Very low,Very low,,,,,,0.2,0.3,0.6,0,0,0,0.2,0.3,0.6,3.164866616,4.147148474,6.583187851,0,0.5,0.5,0.732973323,1.894144542,4.74991271,Low,Significant,Extreme
1361,YELLOCKSIKE,North East,1.43056E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,No,20,0.4,Redacted,EASTGATE CEMENT,DL13 1PE,Redacted,Not Applicable,392730,538123,7.652854919,0.134367519,Broadleaved woodland,0.1,Woodland,,,,,,Low,Low,Low,Very low,Very low,0,0,0,0,0,0.6,0,0,0.6,0,0,2.607642092,0,0,1,0,0,2.864585255,,,Extreme
2520,LOW COCKEN NORTH,North East,8.83913E+11,Pole Mounted,16,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,POTTER HOUSE T1 T3,DH3 4EN,Redacted,Not Applicable,428366,547388,7.558922291,0.132698852,Neutral grassland,0.04,Pasture/Arable,High,High,High,Medium,Low,,,,,,0.6,0.9,1.2,0,0,0,0.6,0.9,1.2,6.478499434,8.489235819,10.28397682,0.5,0.5,0.5,4.68709966,8.590312237,13.44077218,Extreme,Extreme,Extreme
3029,BYERS GREEN WEST,North East,9.42566E+11,Pole Mounted,100,Not Applicable,49,Distribution,Unknown,20,0.4,55.1,SPENNYMOOR 66/20KV,DL16 7QJ,"DL16 7QJ, DL16 7PW, DL16 7PN",Not Applicable,422166,534062,7.333512783,0.128697506,Calcareous grassland,0.04,Pasture/Arable,,,,,,High,Very low,Very low,Very low,Very low,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,3.067221016,3.067221016,3.067221016,0,0,0,0.713444203,0.713444203,0.713444203,Low,Low,Low
3113,WHEATLEY HILL INDUSTRIAL,North East,7.71817E+11,Ground Mounted,200,Not Applicable,10,Distribution,Yes,20,0.4,33.3,FISHBURN,DH6 3JN,"DH6 3QY, DH6 3NN, DH6 3NW, DH6 3JJ, DH6 3QZ",Not Applicable,437714,539212,7.133849621,0.125156582,Broadleaved woodland,0.1,Woodland,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,1.209892664,0,0,0,0,0,0.341978533,,,Low
3027,BYERS GREEN SEWAGE,North East,6.61832E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,TORONTO 66/20KV,DL16 7PS,Redacted,Not Applicable,421951,534640,7.128547668,0.125062597,Broadleaved woodland,0.1,Woodland,Low,Very low,Very low,Very low,Very low,Low,Low,,,,0,0,0.2,0,0,0.3,0,0,0.3,0,0,1.58481251,0,0,0.5,0,0,1.125443753,,,Moderate
3,SELSET RESERVOIR,North East,3.72078E+11,Ground Mounted,25,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0PP,Redacted,Not Applicable,392065,521165,6.86928463,0.120469397,Suburban,0.013,Urban,,,,,,High,High,Medium,Medium,Very low,0,0,0,0.3,0.9,0.9,0.3,0.9,0.9,11.96490311,24.8880014,24.8880014,1,1,1,4.739470932,23.84920126,23.84920126,Extreme,Extreme,Extreme
886,RAMSHAW NORTH,North East,1.76869E+11,Pole Mounted,50,Not Applicable,17,Distribution,Unknown,20,0.4,24.6,TORONTO 66/20KV,DL14 0NG,"DL14 0NH, DL14 0NF, DL14 0ND, DL14 0NG",Not Applicable,415242,526318,6.468603134,0.113380551,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2150,NELSON STREET,North East,1.5479E+11,Ground Mounted,500,Not Applicable,313,Distribution,Yes,20,0.4,401.4,BRANCEPETH,DL15 9HJ,"DL15 9JT, DL15 0AD, DL15 9HR, DL15 9HS, DL15 9EL, DL15 1EG, DL15 9EA, DL15 9PW, DL15 9HU, DL15 9EE, DL15 9EG, DL15 9HH, DL15 9PY, DL15 9HP, DL15 8QF, DL15 9HT, DL15 9HJ, DL15 9JU, DL15 9EN, DL15 9JR, DL15 9HN",Not Applicable,416299,535621,6.366690159,0.111579329,Suburban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,11.51496682,0,0,1,0,0,4.604490047,,,Extreme
3374,BLANCHLAND AVENUE,North East,5.26576E+11,Ground Mounted,500,Not Applicable,233,Distribution,Yes,11,0.4,189.1,DURHAM EAST,DH1 5XP,"DH1 5XR, DH1 5QY, DH1 5QZ, DH1 5NF, DH1 5XT, DH1 5XP, DH1 5YQ, DH1 5YH, DH1 5YJ",Not Applicable,428080,544658,6.319568634,0.110746741,Suburban,0.013,Urban,,,,,,Medium,Medium,Low,Low,Very low,0,0,0,0,0.3,0.9,0,0.3,0.9,0,11.47192488,23.86256536,0,1,1,0,4.591577464,22.92630882,,Extreme,Extreme
1289,PRESTON LE SKERNE PUMPS,North East,7.02401E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,TS21 2HG,Redacted,Not Applicable,431815,524799,6.274926662,0.109958103,Broadleaved woodland,0.1,Woodland,High,High,Medium,,,,,,,,0.3,0.6,0.6,0,0,0,0.3,0.6,0.6,1.486030727,2.358926739,2.358926739,0.5,1,1,1.095809218,2.715356043,2.715356043,Moderate,Extreme,Extreme
2545,NEW ELVET NORTH,North East,1.29104E+11,Ground Mounted,1000,Not Applicable,75,Distribution,Yes,11,0.4,350,DURHAM EAST,DH1 3AH,DH1 3HN,Not Applicable,427576,542312,6.259625435,0.109687825,Urban,0.013,Urban,Medium,High,High,High,Medium,Low,Low,Very low,Very low,Very low,0.9,1.2,1.2,0,0,0.3,0.9,1.2,1.2,23.74820926,28.76890672,28.76890672,1,1,1,22.82338833,36.12268807,36.12268807,Extreme,Extreme,Extreme
2340,WATERSIDE HOTEL,North East,3.56604E+11,Ground Mounted,1250,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,DURHAM EAST,DH1 5SY,Redacted,Not Applicable,427272,542979,6.20943594,0.108801399,Suburban,0.013,Urban,Low,Low,,,,Low,Low,Very low,Very low,Very low,0,0,0.3,0,0,0.3,0,0,0.3,0,0,11.37072242,0,0,1,0,0,4.561216725,,,Extreme
2706,THROSTLES NEST,North East,8.41454E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,STONEY CUT,DH6 2PZ,Redacted,Not Applicable,439371,539837,6.196884632,0.10857975,Suburban,0.013,Urban,Low,Low,,,,,,,,,0,0,0.3,0,0,0,0,0,0.3,0,0,11.35913433,0,0,1,0,0,4.557740298,,,Extreme
3373,BLACKHOUSE BRANCEPETH,North East,9.14819E+11,Pole Mounted,20,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL16 7RB,Redacted,Not Applicable,423748,536090,6.149284363,0.107739249,Suburban,0.013,Urban,Low,Medium,Very low,Very low,Very low,,,,,,0,0.3,0.3,0,0,0,0,0.3,0.3,0,11.3150842,11.3150842,0,1,1,0,4.544525259,4.544525259,,Extreme,Extreme
1902,HUNWICK LANE,North East,1.94763E+11,Pole Mounted,200,Not Applicable,21,Distribution,Unknown,20,0.4,24.9,BRANCEPETH,DL15 0HY,"DL15 0HY, DL15 0HZ",Not Applicable,419255,535142,6.093430519,0.106753203,Broadleaved woodland,0.1,Woodland,Medium,Medium,Medium,Medium,Medium,,,,,,0,1.2,1.2,0,0,0,0,1.2,1.2,0,3.689588698,3.689588698,0,1,1,0,6.027506438,6.027506438,,Extreme,Extreme
1497,BURNSIDE COTTAGES,North East,7.66805E+11,Pole Mounted,50,Not Applicable,8,Distribution,Yes,20,0.4,18.2,EASTGATE CEMENT,DL13 2DA,"DL13 2DA, DL13 2DD, DL13 2DB",Not Applicable,393527,542944,5.770225525,0.101051299,Heather grassland,0.05,Pasture/Arable,Low,Very low,Very low,Very low,Very low,,,,,,0,0,0.2,0,0,0,0,0,0.2,0,0,2.174307397,0,0,0,0,0,0.534861479,,,Low
2897,FERRYHILL SEWAGE,North East,8.85002E+11,Pole Mounted,200,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL17 8RS,Redacted,Not Applicable,428586,533329,5.480941772,0.095953346,Calcareous grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1834,SLOTBURN WEST,North East,14142976522,Pole Mounted,50,Not Applicable,25,Distribution,Unknown,20,0.4,24.7,TORONTO 66/20KV,DL15 8BE,"DL15 8BE, DL15 8BB, DL15 8BD, DL15 8BA",Not Applicable,416461,531906,5.218383312,0.091330645,Broadleaved woodland,0.1,Woodland,,,,,,Medium,Low,Very low,Very low,Very low,0,0,0,0,0.2,0.3,0,0.2,0.3,0,1.033542311,1.354323559,0,0,0.5,0,0.306708462,1.056297068,,Low,Moderate
3005,BRACKEN HILL NORTH WEST,North East,7.89591E+11,Ground Mounted,800,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,PETERLEE WEST,SR8 2RS,Redacted,Not Applicable,440732,540200,5.181717873,0.090685413,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1586,CORONATION COTTAGE,North East,1.26265E+11,Pole Mounted,100,Not Applicable,7,Distribution,No,20,0.4,17.2,EASTGATE CEMENT,DL13 1HD,"DL13 1EZ, DL13 1HD, DL13 1HB",Not Applicable,387146,538652,5.076169968,0.088828413,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3764,SHOTLEY ELM PARK,North East,2.19571E+11,Pole Mounted,50,Not Applicable,6,Distribution,No,20,0.4,7.4,ANNFIELD 66/20KV,DH8 6SE,"DH8 6SD, DH8 6SE",Not Applicable,410883,553119,5.059785843,0.088540207,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1517,WEARHEAD,North East,7.05802E+11,Pole Mounted,100,Not Applicable,56,Distribution,Unknown,20,0.4,Redacted,EASTGATE CEMENT,DL13 1EA,"DL13 1BD, DL13 2QL, DL13 1DY, DL13 1EA, DL13 1BG, DL13 1HT, DL13 1DZ, DL13 1BE, DL13 1BJ, DL13 1BH, DL13 1EB, DL13 1BQ, DL14 9HW",Not Applicable,385816,539249,5.032232285,0.088055557,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1288,PRESTON LE SKERNE CELL,North East,7.20987E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL5 6JH,Redacted,Not Applicable,431079,524414,4.958479881,0.0867585,Improved grassland,0.04,Pasture/Arable,Low,Very low,Very low,Very low,Very low,,,,,,0,0,0.2,0,0,0,0,0,0.2,0,0,2.518349625,0,0,0,0,0,0.603669925,,,Low
2764,TENTER TERRACE,North East,7.01331E+11,Ground Mounted,1000,Not Applicable,184,Distribution,Yes,11,0.4,600,DURHAM EAST,DH1 4SF,"DH1 4GA, DH1 1LR, DH1 4DJ, DH1 4SN, DH1 4RZ, DH1 4SH, DH1 4UD, DH1 4SG, DH1 4PY, DH1 4SQ, DH1 4EY, DH1 4RD, DH1 4SF",Not Applicable,427000,542614,4.921533108,0.08610884,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3775,STANLEY CLIFFORD,North East,9.58518E+11,Ground Mounted,750,Not Applicable,57,Distribution,Yes,11,0.4,362.1,TANFIELD,DH9 0XG,"DH9 0AQ, DH2 1AG, DH9 0GX, DH9 0NQ, DH9 0NH, DH9 0BL, DH9 0AD, DH9 0DR, DH9 0XG, DH9 0AB",Not Applicable,419645,552726,4.794120312,0.083869004,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3205,MILBURNGATE CENTRAL,North East,7.67954E+11,Ground Mounted,1000,Not Applicable,41,Distribution,Yes,11,0.4,221.8,DURHAM EAST,DH1 4SL,"DH1 4SR, DH1 4RA, DH1 4UB, DH1 4SH, DH1 4TZ, DH1 4UD, DH1 4SQ, DH1 4SJ, DH1 4SL, DH1 4TY, DH1 5PJ, DH1",Not Applicable,427212,542557,4.790615082,0.083807396,Urban,0.013,Urban,,,,,,Low,Low,Low,Low,Low,0,0,0,0,0,1.2,0,0,1.2,0,0,25.14694997,0,0,1,0,0,31.77633996,,,Extreme
3836,PENLEA TANFIELD,North East,7.31672E+11,Ground Mounted,1600,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,TANFIELD,DH9 9XG,Redacted,Not Applicable,419481,553914,4.77733469,0.083573986,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,9.96566708,0,0,1,0,0,4.139700124,,,Extreme
3245,DURHAM SUTTON,North East,7.76145E+11,Ground Mounted,500,Not Applicable,226,Distribution,Yes,11,0.4,241,DURHAM EAST,DH1 4DD,"DH1 4RR, DH1 4RL, DH1 4BD, DH1 4BE, DH1 4UF, DH1 4RE, DH1 4RN, DH1 4BW, DH1 4RW, DH1 4DQ, DH1 4RP, DH1 4DJ, DH1 4UE, DH1 4RJ, DH1 4RG, DH1 4BB, DH1 4RT, DH1 4RU, DH1 4SE, DH1 4BA, DH1 4DA, DH1 4RX, DH1 4RS, DH1 4DF",Not Applicable,426841,542598,4.753484249,0.083154824,Urban,0.013,Urban,,,,,,High,High,High,High,Low,0,0,0,0.9,0.9,1.2,0.9,0.9,1.2,20.67737378,20.67737378,25.04885447,1,1,1,20.0596364,20.0596364,31.65862536,Extreme,Extreme,Extreme
3608,DAWDON SEWAGE,North East,3.65121E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,STONEY CUT,SR7 7DN,Redacted,Not Applicable,443201,547734,4.750434875,0.083101235,Urban,0.013,Urban,,,,,,High,Medium,Low,Low,Very low,0,0,0,0.2,0.3,0.9,0.2,0.3,0.9,7.5836867,9.937440827,20.67070991,0,1,1,1.61673734,4.131232248,20.05363892,Significant,Extreme,Extreme
3218,NEW WINNING,North East,4.81683E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,HARTMOOR 66/20KV,TS27 4TF,Redacted,Not Applicable,440708,538478,4.648190022,0.081304666,Suburban,0.013,Urban,,,,,,Medium,Medium,Very low,Very low,Very low,0,0,0,0,0.3,0.3,0,0.3,0.3,0,9.829434962,9.829434962,0,1,1,0,4.098830489,4.098830489,,Extreme,Extreme
825,LARTINGTON TELEMETRY,North East,1.00407E+11,Pole Mounted,16,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9DW,Redacted,Not Applicable,401314,517899,4.604336739,0.08053427,Broadleaved woodland,0.1,Woodland,Medium,Medium,Low,Very low,Low,,,,,,0,0.3,1.2,0,0,0,0,0.3,1.2,0,1.271758164,3.204629762,0,0.5,1,0,1.031527449,5.445555714,,Moderate,Extreme
547,SHOTTON BECK,North East,2.94381E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8SD,Redacted,Not Applicable,406017,522573,4.573584557,0.079994086,Improved grassland,0.04,Pasture/Arable,Low,Very low,Very low,Very low,Very low,,,,,,0,0,0.2,0,0,0,0,0,0.2,0,0,2.418181785,0,0,0,0,0,0.583636357,,,Low
4137,CHESTER METHODIST,North East,8.49352E+11,Ground Mounted,1000,Not Applicable,203,Distribution,Unknown,11,0.4,270.4,HIGH FLATTS,DH3 3TF,"DH3 3UP, DH3 3EB, DH3 3SR, DH2 2AB, DH3 3EZ, DH3 3BQ, DH3 3TS, DH3 3TR, DH3 3SL, DH3 3TW, DH3 3RE, DH3 3TP, DH3 3TN, DH3 3TU, DH3 3TJ, DH3 3TF, DH3 3TQ, DH3 3RA, DH3 3TL",Not Applicable,427401,551699,4.565524101,0.079852506,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,9.741259027,0,0,1,0,0,4.072377708,,,Extreme
1297,AYCLIFFE ANGEL,North East,5.71438E+11,Ground Mounted,800,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,AYCLIFFE INDUSTRIAL,DL5 6BG,Redacted,Not Applicable,427958,522709,4.537219524,0.079355367,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3780,STANLEY PRINCES(TEMP),North East,2.87653E+11,Ground Mounted,1000,Not Applicable,305,Distribution,Yes,11,0.4,248.1,ANNFIELD 66/20KV,DH9 8FE,"DH9 8JZ, DH9 8EY, DH9 8SG, DH9 8SJ, DH9 8SN, DH9 8LP, DH9 8SF, DH9 8LW, DH9 8TX, DH9 8PF, DH9 8LA, DH9 8TP, DH9 8SH, DH9 8LD, DH9 8RP, DH9 8UW, DH9 8RR, DH9 8HT, DH9 8LE, DH9 8SL, DH9 8EQ, DH9 8EG, DH9 8ED, DH9 8EU, DH9 8LT, DH9 8SQ, DH9 8EE, DH9 8EB, DH9 8LS, DH9 8EF, DH9 8RW, DH9 8EX, DH9 8LB, DH9 8PS",Not Applicable,416457,552248,4.449744225,0.077819206,Suburban,0.013,Urban,,,,,,Low,Low,,,,0,0,0,0,0,0.3,0,0,0.3,0,0,9.616437532,0,0,1,0,0,4.03493126,,,Extreme
1018,SHILDON MUSEUM,North East,2.71791E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,FYLANDS BRIDGE,DL4 2RE,Redacted,Not Applicable,424010,525465,4.421855927,0.077329534,Urban,0.013,Urban,Medium,Low,Very low,Very low,Very low,High,High,Low,Very low,Very low,0,0.2,0.3,0.3,0.3,0.6,0.3,0.3,0.6,9.586134417,9.586134417,15.21703986,1,1,1,4.025840325,4.025840325,10.43022391,Extreme,Extreme,Extreme
