OBJECTID,Site_Name,DNO_Area,Substation_ID,Site_Type,Transformer_Rating__kVA_,Firm_Capacity__MVA_,Customer_Numbers,Site_Level,Three_Phase_,Primary_Voltage__kV_,Secondary_Voltage__kV_,Maximum_Demand__kW_,Upstream_Substation,Postcode,Postcodes_Fed,Postal_Sectors_Fed,Eastings,Northings,slope,slope_dimensionless,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low
3484,Low Spennymoor,North East,8.43319E+11,Ground Mounted,,24,8749,Primary,Yes,66,11,8663.999891281126,Spennymoor 132/66kV,DL16 7RS,"DL16 6TG, DL16 6TB, DL16 6SZ, DL16 6LN, DL16 6UX, DL16 6FT, DL16 6LP, DL16 6LL, DL16 6LW, DL16 6SD, DL16 6TY, DL16 6DA, DL16 6RX, DL16 6SE, DL16 6TZ, DL16 6UH, DL16 6UF, DL16 6UJ, DL16 6SF, DL16 6SA, DL16 6SB, DL16 6JJ, DL16 6BB, DL16 7NE, DL16 6GA, DL16 6BD, DL16 7SF, DL16 7LG, DL16 7TA, DL16 7SZ, DL16 6DD, DL16 7NA, DL16 6AY, DL16 7SE, DL16 7LD, DL16 7TQ, DL16 7UH, DL16 6YP, DL16 6JN, DL16 6SL, DL16 6JR, DL16 6DL, DL16 6JU, DL16 6RE, DL16 6DY, DL16 6SQ, DL16 6EB, DL16 6RJ, DL16 6JP, DL16 6RQ, DL16 6SH, DL16 6NE, DL16 6JW, DL16 6RH, DL16 6JS, DL16 6DU, DL16 6DT, DL16 6DN, DL16 6FL, DL16 6JT, DL16 6DX, DL16 6RL, DL16 6JY, DL16 6LG, DL16 6YW, DL16 6LJ, DL16 6LE, DL16 6LA, DL16 6JZ, DL16 6LH, DL16 6LD, DL16 6SW, DL16 6SX, DL16 6TW, DL16 6TR, DL16 6SP, DL16 6TN, DL16 6FG, DL16 6FQ, DL16 6SR, DL16 6SY, DL16 6ST, DL16 6FF, DL16 6TP, DL16 6FE, DL16 6SS, DL16 6FH, DL16 6SU, DL16 6TA, DL16 6EN, DL16 6HH, DL16 6HT, DL16 6HQ, DL16 6HU, DL16 6EP, DL16 6HY, DL16 7RS, DL16 6HS, DL16 6ER, DL16 7UA, DL16 6DB, DL16 6DF, DL16 6QB, DL16 6NZ, DL16 6FB, DL16 6QA, DL16 6PX, DL16 6NW, DL14 6JZ, DL16 7RY, DL16 7RZ, DL16 6RS, DL16 6HG, DL16 6HP, DL16 6HZ, DL16 6JE, DL16 6HR, DL16 6HF, DL16 6HJ, DL16 6JQ, DL16 6HW, DL16 6JD, DL16 6HD, DL16 7DD, DL16 7DF, DL16 7DE, DL16 7SY, DL16 7TL, DL16 7LE, DL16 7TE, DL16 7TP, DL16 7TX, DL16 7TZ, DL16 7TR, DL16 7TU, DL16 7TD, DL16 7SG, DL16 7TW, DL16 7UD, DL16 7SX, DL16 7UE, DL16 7TJ, DL16 7TB, DL16 7TY, DL16 7TH, DL16 7UB, DL16 7TG, DL16 7TT, DL16 7UF, DL16 6JH, DL16 7LS, DL16 7LX, DL16 7LT, DL16 7ND, DL16 7NF, DL16 7LW, DL16 7LP, DL16 7NB, DL16 7SQ, DL16 7LR, DL16 7LY, DL16 7NG, DL16 7SH, DL16 7SA, DL16 7LL, DL16 7UG, DL16 7BW, DL16 7LQ, DL16 7DB, DL16 7BP, DL16 7LJ, DL16 7LH, DL16 7LN, DL16 7SJ, DL16 7AA, DL16 7LF, DL16 7AB, DL16 6UE, DL16 6UA, DL16 6XU, DL16 6UL, DL16 6UD, DL16 6UP, DL16 6TU, DL16 6UB, DL16 6UR, DL16 6UW, DL16 6XT, DL16 6UN, DL16 6XS, DL16 6TX, DL16 6LY, DL16 6LZ, DL16 6LS, DL16 6UU, DL16 6UY, DL16 6UT, DL16 6LT, DL16 6LX, DL16 6LU, DL16 6SN, DH6 5HS, DH6 5JU, DL16 7XX, DL16 7XZ, DL16 7UJ, DL16 7SD, DL16 7UL, DL16 7UN, DL16 7XY, DL16 7DP, DL16 7EH, DL16 7EJ, DL16 7YQ, DL16 7EN, DL16 7YF, DL16 7YA, DL16 7DW, DL16 7YE, DL16 7YD, DL16 7DN, DL16 7EL, DL16 7YB, DL16 7DS, DL16 7EW, DL16 7YG, DL16 7DT, DL16 6XL, DL16 6YY, DL16 6YZ, DL16 6YU, DL16 6XY, DL16 6XZ, DL16 6YT, DL16 6XH, DL16 6XW, DL16 6XN, DL16 6XR, DL16 6XJ, DL16 6XP, DL16 6PP, DL16 6YX, DL16 6FJ, DL16 6PZ, DL16 6ED, DL16 6ND, DL16 6DJ, DL16 6RP, DL16 6RW, DL16 6RU, DL16 6TT, DL16 6RN, DL16 6SG, DL16 6NG, DL16 6NF, DL16 6TQ, DL16 6EA, DL16 6DZ, DL16 6EF, DL16 6EL, DL16 6LF, DL16 6LR, DL16 6LQ, DL16 6ES, DL16 6AX, DL16 6EY, DL16 6EZ, DL16 6EU, DL16 7DX, DL16 7DY, DL16 7DQ, DL16 7DR, DL16 7DL, DL16 7EF, DL16 7EG, DL16 7DJ, DL16 7EE, DL16 7EA, DL16 7DU, DL16 7ED, DL16 7EB, DL16 7AD, DL16 7ES, DL16 7DH, DL16 7EQ, DL16 7DZ, DL16 7LZ, DL16 7AG, DL16 7BG, DL16 7AL, DL16 7AF, DL16 7AN, DL16 7AE, DL16 7DG, DL16 7AP, DL16 7AQ, DL16 7BL, DL16 7AH, DL16 6XF, DL16 6XD, DL16 6XE, DL16 6GD, DL16 6EQ, DL16 6EH, DL16 6FR, DL16 6ET, DL16 6XB, DL16 6BL, DL16 6HX, DL16 6EW, DL16 6DE, DL16 6BQ, DL16 6AP, DL16 6AU, DL16 6AT, DL16 6AR, DL16 6AS, DL16 6DG, DL16 6AN, DL16 6AA, DL16 6AB, DL16 6BH, DL16 6AQ, DL16 6AL, DL16 6AZ, DL16 6AE, DL16 6AJ, DL16 6AW, DL16 6BA, DL16 7SB, DL16 6RD, DL16 6RT, DL16 6XX, DL16 6QX, DL16 6RZ, DL16 6RG, DL16 6QU, DL16 6AH, DL16 6JL, DL16 6RF, DL16 6QJ, DL16 6QZ, DL16 6QY, DL16 6RA, DL16 6RB, DL16 6RR, DL16 6QL, DL17 8LD, DH6 5JX, DL17 8RU, DL16 6DP, DL16 6QP, DL16 6QQ, DL16 6QH, DL16 6RY, DL16 6QG, DL16 6DS, DL16 6UQ, DL16 6DW, DL16 6DR, DL16 6QN, DL16 6UG, DL16 6YQ, DL16 6TE, DL16 6TL, DL16 6TD, DL16 6TH, DL16 6TJ, DL16 6LB, DL16 6FW, DL16 6JX, DH6 5JD, DL16 6TF, DL16 7PH, DL16 6AG, DL16 6PL, DL16 6XQ, DL16 6QD, DL16 6NX, DL16 6TS, DL16 6XG, DL16 6PN, DL16 6NY, DL16 7AU, DL16 7BQ, DL16 7AJ, DL16 7AR, DL16 7BN, DL16 7BJ, DL16 7AX, DL16 7AS, DL16 7BF, DL16 7AY, DL16 7AT, DL16 7QD, DL16 7BH, DL16 7AZ, DL16 7BB, DL16 7BA, DL16 7AW, DL16 7DA, DL16 7ST, DL16 7TN, DL16 7SW, DL16 7SL, DL16 7SU, DL16 7SS, DL16 7SN, DL16 7SP, DL16 7SR, DL16 6NP, DL16 6NS, DL16 6NT, DL17 8RT, DL16 6YD, DL16 6JF","DH65, DL146, DL166, DL167",426467,533608,0.828395903,0.014459244,Suburban,0.013,Urban,,,,,,Medium,Medium,Low,Very low,Very low,0,0,0,0,0.3,0.6,0,0.3,0.6,0,4.145182005,6.580066275,0,1,1,0,2.393554601,5.248039765,,Significant,Extreme
2422,THORNLEY CLOSE SW,North East,2.9098E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,TBC,DH6 3AJ,Redacted,Not Applicable,437018,539934,0.827248275,0.014439209,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3329,RAINTON GATE,North East,4.71106E+11,Ground Mounted,500,Not Applicable,293,Distribution,Yes,11,0.4,278.6,HOUGHTON,DH4 6RH,"DH4 6SB, DH4 6RH, DH4 6SF, DH4 6RL, DH4 6RU, DH4 6SJ, DH4 6SG, DH4 6SA, DH4 6RZ, DH4 6SD, DH4 6FS, DH5 9RG, DH4 6QY, DH4 6RQ, DH4 6RR, DH4 6QL, DH5 9RH, DH4 6RG, DH4 6RY, DH4 6RJ, DH4 6SQ, DH4 6RS",Not Applicable,431886,546341,0.824062169,0.01438359,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,3.155079383,0,0,0,0,0,0.731015877,,,Low
1854,WILLINGTON LOWFIELD,North East,6.32514E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL15 0UA,Redacted,Not Applicable,421591,534675,0.823938847,0.014381437,Improved grassland,0.04,Pasture/Arable,High,High,Medium,Medium,Low,,,,,,0.3,0.9,1.2,0,0,0,0.3,0.9,1.2,1.343554603,2.794706195,3.385545451,0,0.5,0.5,0.553066381,3.465235575,5.162654542,Low,Extreme,Extreme
2442,DRAGONVILLE GTC,North East,3.91582E+11,Ground Mounted,1000,Not Applicable,47,Distribution,Yes,11,0.4,1688.6,BELMONT,DH1 2YN,"DH1 2YN, DH1 2RE, DH1 2RB, DH1 2HF, DH1 2DX, DH1 2XL, DH1 2XH, DH1 2DT, DH1 2DU, DH1 2RS",Not Applicable,429996,542649,0.820126295,0.014314882,Urban,0.013,Urban,,,,,,High,Medium,Low,Very low,Very low,0,0,0,0.2,0.3,0.6,0.2,0.3,0.6,3.147534709,4.12443725,6.54713603,0,1,1,0.729506942,2.387331175,5.228281618,Low,Significant,Extreme
1113,AYCLIFFE WRIGHT,North East,86298288090,Ground Mounted,750,Not Applicable,505,Distribution,Yes,11,0.4,389.7,NEWTON AYCLIFFE SOUTH,DL5 4EY,DL5 4LH,Not Applicable,427262,525010,0.812050343,0.014173901,Suburban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,3.131997061,0,0,0,0,0,0.726399412,,,Low
718,BISHOP AUCKLAND SEYMOUR,North East,3.67986E+11,Ground Mounted,800,Not Applicable,457,Distribution,Yes,11,0.4,504.6,TORONTO 66/20KV,DL14 6JD,"DL14 6BG, DL14 6LE, DL14 6SD, DL14 6RP",Not Applicable,420904,528494,0.806566596,0.014078173,Urban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,3.121402609,0,0,0,0,0,0.724280522,,,Low
3492,SEAHAM RETAIL,North East,9.5338E+11,Ground Mounted,800,Not Applicable,8,Distribution,Yes,20,0.4,187.4,STONEY CUT,SR7 7DR,SR7 7DR,Not Applicable,443116,549296,0.805732787,0.014063617,Urban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,3.119788563,0,0,0,0,0,0.723957713,,,Low
1203,AYCLIFFE CUMBIE WEST,North East,1.93978E+11,Ground Mounted,500,Not Applicable,9,Distribution,Yes,11,0.4,144.4,HEIGHINGTON,DL5 6YA,"DL5 6YA, DL5 6AJ, DL5 6XJ",Not Applicable,427496,522788,0.798702657,0.013940894,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3313,PETERLEE WHITEHOUSE,North East,8.45853E+11,Ground Mounted,800,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,PETERLEE WEST,SR8 2RA,Redacted,Not Applicable,440931,540627,0.776643932,0.013555824,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,3.062947869,0,0,0,0,0,0.712589574,,,Low
4133,CHESTER GRANGE,North East,1.93425E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,HIGH FLATTS,DH2 2FR,Redacted,Not Applicable,424983,551531,0.770364583,0.013446209,Arable and horticulture,0.03,Pasture/Arable,,,,,,High,High,High,High,High,0,0,0,1.2,1.2,1.2,1.2,1.2,1.2,4.364818267,4.364818267,4.364818267,0.5,0.5,0.5,6.33778192,6.33778192,6.33778192,Extreme,Extreme,Extreme
2552,HAVERLEY HOUSE,North East,1.46159E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,HAWTHORN PIT,SR7 0NF,Redacted,Not Applicable,439214,548777,0.76800108,0.01340495,Arable and horticulture,0.03,Pasture/Arable,,,,,,High,Very low,Very low,Very low,Very low,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,1.319870575,1.319870575,1.319870575,0,0,0,0.363974115,0.363974115,0.363974115,Low,Low,Low
617,HUMMERBECK,North East,5.62088E+11,Pole Mounted,100,Not Applicable,23,Distribution,Yes,20,0.4,27.4,TORONTO 66/20KV,DL14 9PF,"DL14 9PQ, DL14 9PF, DL14 9PG",Not Applicable,418824,525660,0.765406191,0.013359653,Arable and horticulture,0.03,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1757,LOW WESTFIELD,North East,9.16561E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,No,20,0.4,Redacted,BRANCEPETH,DL13 3JF,Redacted,Not Applicable,409390,536855,0.747022033,0.013038733,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
793,WOODHOUSE GUDMUNSEN,North East,1.32386E+11,Ground Mounted,800,Not Applicable,335,Distribution,Yes,11,0.4,326.3,FYLANDS BRIDGE,DL14 9TE,"DL14 6RG, DL14 6RE, DL14 9SR, DL14 9TT, DL14 9ST, DL14 6RN, DL14 9TA, DL14 9SZ, DL14 9TD, DL14 9TB, DL14 9SS, DL14 9TH, DL14 9TJ, DL14 9SY, DL14 6RF, DL14 6RH, DL14 9SX, DL14 9AB, DL14 9TE",Not Applicable,419986,527484,0.73617357,0.01284936,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
900,BARNARD CASTLE GRAMMAR,North East,6.37688E+11,Ground Mounted,300,Not Applicable,100,Distribution,Yes,20,0.4,203.2,HARMIRE BRIDGE,DL12 8HH,"DL12 8HD, DL12 8HZ, DL12 8HH, DL12 8HB, DL12 8HE, DL12 8HG, DL12 8HQ, DL12 8HL, DL12 8HJ, DL12 8GA",Not Applicable,405748,517212,0.720563293,0.012576865,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.86595698,0,0,1,0,0,2.309787094,,,Significant
1013,SHILDON FORGE,North East,6.75082E+11,Ground Mounted,1000,Not Applicable,6,Distribution,Yes,11,0.4,Redacted,FYLANDS BRIDGE,DL4 1LH,DL4 1HF,Not Applicable,422610,525533,0.717201531,0.012518182,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.94338637,0,0,0,0,0,0.688677274,,,Low
1279,NEWTON AYCLIFFE BURN,North East,31658961618,Ground Mounted,300,Not Applicable,19,Distribution,Yes,11,0.4,21.2,AYCLIFFE INDUSTRIAL,DL5 4HT,"DL5 4HX, DL5 4PG, DL5 4HT, DL5 5NP",Not Applicable,427927,525409,0.716552436,0.012506851,Suburban,0.013,Urban,,,,,,Medium,Low,Very low,Very low,Very low,0,0,0,0,0.2,0.3,0,0.2,0.3,0,2.942053991,3.85518134,0,0,1,0,0.688410798,2.306554402,,Low,Significant
2864,DRAGONVILLE 10,North East,4.96614E+11,Ground Mounted,315,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,BELMONT,DH1 2XL,Redacted,Not Applicable,429798,542635,0.714379787,0.012468926,Urban,0.013,Urban,,,,,,High,High,Very low,Very low,Very low,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,3.849331674,3.849331674,3.849331674,1,1,1,2.304799502,2.304799502,2.304799502,Significant,Significant,Significant
3526,BEECH CRESCENT,North East,9.15406E+11,Ground Mounted,500,Not Applicable,161,Distribution,Yes,20,0.4,134.8,STONEY CUT,SR7 7RN,"SR7 7RS, SR7 7XA, SR7 7RN, SR7 7UD, SR7 7QE, SR7 7XB, SR7 7QF, SR7 7QD, SR7 7UF, SR7 7RR",Not Applicable,442316,548699,0.712332428,0.012433187,Suburban,0.013,Urban,,,,,,Medium,High,Very low,Very low,Very low,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,3.843811195,3.843811195,3.843811195,1,1,1,2.303143358,2.303143358,2.303143358,Significant,Significant,Significant
3493,SHERATON HIGH,North East,8.90115E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,HARTMOOR 66/20KV,TS27 3EW,Redacted,Not Applicable,443188,534228,0.710550666,0.012402084,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
525,COCKFIELD SLACK,North East,4.85624E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL13 5HA,Redacted,Not Applicable,411397,525378,0.709057093,0.012376013,Improved grassland,0.04,Pasture/Arable,High,High,Medium,Low,Very low,,,,,,0.3,0.6,0.9,0,0,0,0.3,0.6,0.9,1.246363008,1.978477951,2.592539532,0,0,0.5,0.523908903,1.48708677,3.283285578,Low,Significant,Extreme
3161,HOUGHALL ACCOMMODATION,North East,4.57582E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,BELMONT,DH1 3SB,Redacted,Not Applicable,428211,541282,0.691930115,0.012077046,Suburban,0.013,Urban,High,High,Medium,Low,Low,,,,,,0.3,0.6,1.2,0,0,0,0.3,0.6,1.2,3.788359408,6.013645709,9.546067525,1,1,1,2.286507822,4.908187425,13.05528103,Significant,Extreme,Extreme
2588,BOWBURN INDUSTRIAL,North East,9.68312E+11,Ground Mounted,500,Not Applicable,7,Distribution,Yes,20,0.4,69.7,SPENNYMOOR 66/20KV,DH6 5AD,"DH6 5PF, DH6 5AD",Not Applicable,430273,537984,0.690957725,0.012060072,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.785696266,0,0,1,0,0,2.28570888,,,Significant
1219,AYCLIFFE REDWORTH,North East,3.18332E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,NEWTON AYCLIFFE SOUTH,DL5 6DB,Redacted,Not Applicable,427771,523640,0.690703213,0.012055629,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2740,WHITWELL ACRES,North East,9.84313E+11,Ground Mounted,500,Not Applicable,230,Distribution,Yes,11,0.4,167.7,BELMONT,DH1 2PX,"DH1 2UD, DH1 2TZ, DH1 2PU, DH1 2PY, DH1 2YJ, DH1 2PT, DH1 2PR, DH1 2FB, DH1 2PX, DH1 2UB, DH1 2FD, DH1 2TY, DH1 2PS",Not Applicable,429810,539796,0.685433269,0.011963638,Suburban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.770530434,0,0,1,0,0,2.28115913,,,Significant
2871,DURHAM LEISURE,North East,5.53999E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,BELMONT,DH1 1SQ,Redacted,Not Applicable,427475,542824,0.684986472,0.011955839,Urban,0.013,Urban,Medium,Low,Low,Very low,Very low,,,,,,0,0.2,0.6,0,0,0,0,0.2,0.6,0,2.87651519,5.983392714,0,0,1,0,0.675303038,4.890035628,,Low,Extreme
748,CHAPEL HOUSE,North East,9.88956E+11,Pole Mounted,16,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8SA,Redacted,Not Applicable,406355,521976,0.684430599,0.011946136,Improved grassland,0.04,Pasture/Arable,,,,,,High,Medium,Very low,Very low,Very low,0,0,0,0.2,0.3,0.3,0.2,0.3,0.3,0.934487997,1.224525688,1.224525688,0,0,0,0.286897599,0.517357706,0.517357706,Low,Low,Low
1195,NUNSTAINTON GRANGE,North East,8.33289E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL17 0LH,Redacted,Not Applicable,430800,528728,0.669110179,0.011678707,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2566,BARKERS HAUGH,North East,8.23885E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 5TA,Redacted,Not Applicable,427702,543178,0.66217798,0.011557701,Suburban,0.013,Urban,Low,Low,Low,Very low,Very low,,,,,,0,0,0.6,0,0,0,0,0,0.6,0,0,5.882923496,0,0,1,0,0,4.829754098,,,Extreme
2925,GLOUCESTER PLACE,North East,7.8183E+11,Ground Mounted,500,Not Applicable,206,Distribution,Yes,11,0.4,157.1,SHOTTON,SR8 2HQ,"SR8 2RW, SR8 2HF, SR8 2HQ, SR8 2HE, SR8 2AY, SR8 2HD, SR8 2HW, SR8 2EL, SR8 2RN, SR8 2RP",Not Applicable,441864,541278,0.655736387,0.011445259,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3004,BRACKEN HILL NORTH,North East,9.128E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,PETERLEE WEST,SR8 2RS,Redacted,Not Applicable,440767,540062,0.65138495,0.011369302,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1263,MORDON SEWAGE,North East,52216557424,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,TS21 2EY,Redacted,Not Applicable,432801,526271,0.65085125,0.011359986,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
