objectid,site_name,dno_area,substation_id,site_type,transformer_rating__kva,firm_capacity__mva,customer_numbers,customer_numbers_filtered,site_level,three_phase,primary_voltage__kv_,secondary_voltage__kv_,maximum_demand__kw_,upstream_substation,postcode,postcodes_fed,postal_sectors_fed,eastings,northings,slope,slope_dimensionless,twi,spi,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low,degree_high_class,degree_med_class,degree_low_class,degree_high_norm,degree_med_norm,degree_low_norm,twi_class,twi_class_norm,spi_class,spi_class_norm,combined_norm,site_type_class_high,site_type_class_med,site_type_class_low,site_type_norm_high,site_type_norm_med,site_type_norm_low,customers_class,customers_class_norm,high,med,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,DURHAM EXCHANGE,North East,51699901501,Ground Mounted,500,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 1SW,Redacted,Not Applicable,427519,542769,6.838365555,0.119921961,4.423499107,1.199219584,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,DURHAM GATE 10,North East,4.55413E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL16 6NN,Redacted,Not Applicable,427736,534531,0.874751985,0.015268489,10.03989697,5.343971252,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,DURHAM GATE 20,North East,3.68013E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL16 6GF,Redacted,Not Applicable,427850,534525,0.58494848,0.010209632,6.887008667,0.102096319,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.658163447,0,0,0,0,0,0.631632689,,,Low,,,1,,,0,4,0.75,1,0,0.375,,,1,,,0,1,0,,,0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,DURHAM GATE 30,North East,3.25972E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL16 6NL,Redacted,Not Applicable,427878,534672,0.644016802,0.011240687,8.400238037,0.562034309,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,2,0.25,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,DURHAM GIRLS SCHOOL,North East,47445962797,Ground Mounted,1000,Not Applicable,112,112,Distribution,Yes,11,0.4,412.5,DURHAM EAST,DH1 1SG,"DH1 1RS, DH1 1RU, DH1 1XG, DH1 1LH",Not Applicable,427573,542842,11.25329781,0.198972203,6.219760418,19.8972187,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,5,1,0.75,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,DURHAM GROVE,North East,4.34341E+11,Ground Mounted,500,Not Applicable,51,51,Distribution,Yes,11,0.4,247.6,DURHAM EAST,DH1 4QW,"DH1 3EQ, DH1 4PS, DH1 4QN, DH1 4QW, DH1 4QP, DH1 3EA, DH1 3EE, DH1 3EB, DH1 4SZ, DH1 4QL",Not Applicable,427023,541962,2.12575841,0.037118516,7.542134762,2.598296165,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,DURHAM HOWLANDS,North East,1.05267E+11,Ground Mounted,800,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,MEADOWFIELD,DH1 3DE,Redacted,Not Applicable,427058,540561,2.643910408,0.046177723,5.377842903,0.46177721,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,1,0,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,DURHAM PRISON,North East,6.66284E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 3AR,Redacted,Not Applicable,427815,542085,4.091999531,0.071540541,8.405812263,22.89297295,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,DURHAM REDHILLS,North East,8.97901E+11,Ground Mounted,500,Not Applicable,155,155,Distribution,Yes,11,0.4,200,MEADOWFIELD,DH1 4AR,"DH1 4AY, DH1 4AX",Not Applicable,426102,542483,1.616302729,0.02821729,8.642993927,4.514766216,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,DURHAM RETAIL,North East,1.4871E+11,Ground Mounted,500,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,BELMONT,DH1 2RP,Redacted,Not Applicable,430003,543248,0.987403035,0.01723514,9.621486664,4.481136322,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,DURHAM RETAIL PARK,North East,99927026430,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,BELMONT,DH1 2RP,Redacted,Not Applicable,429956,542860,0.757038236,0.013213579,7.322242737,0.264271557,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,1,0,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,DURHAM SCIENCE,North East,6.55276E+11,Ground Mounted,500,Not Applicable,137,137,Distribution,Unknown,11,0.4,256.7,MEADOWFIELD,DH1 3LY,"DH1 3EX, DH1 3DY, DH1 3LS, DH1 3TA, DH1 3DR, DH1 3SD, DH1 3DS",Not Applicable,427572,541612,4.440858841,0.077663189,5.551105976,1.553263783,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,DURHAM SUTTON,North East,7.76145E+11,Ground Mounted,500,Not Applicable,226,226,Distribution,Yes,11,0.4,241,DURHAM EAST,DH1 4DD,"DH1 4RR, DH1 4RL, DH1 4BD, DH1 4BE, DH1 4UF, DH1 4RE, DH1 4RN, DH1 4BW, DH1 4RW, DH1 4DQ, DH1 4RP, DH1 4DJ, DH1 4UE, DH1 4RJ, DH1 4RG, DH1 4BB, DH1 4RT, DH1 4RU, DH1 4SE, DH1 4BA, DH1 4DA, DH1 4RX, DH1 4RS, DH1 4DF",Not Applicable,426841,542598,4.753484249,0.083154824,4.789636135,0.831548274,Urban,0.013,Urban,,,,,,High,High,High,High,Low,0,0,0,0.9,0.9,1.2,0.9,0.9,1.2,20.67737378,20.67737378,25.04885447,1,1,1,20.0596364,20.0596364,31.65862536,Extreme,Extreme,Extreme,4,4,4,1,1,1,1,0,2,0.25,0.125,1,1,1,0,0,0,5,1,0.53125,0.53125,0.53125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,DURHAM THREE TUNS,North East,9.37128E+11,Ground Mounted,11,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,,DH1 3AQ,Redacted,Not Applicable,427644,542350,0.952960193,0.016633827,8.88380909,1.99605906,Urban,0.013,Urban,Low,Low,Low,Low,Low,Medium,Very low,Very low,Very low,Very low,0,0,1.2,0,0.2,0.2,0,0.2,1.2,0,3.392913073,11.20315213,0,0,1,0,0.778582615,15.04378256,,Moderate,Extreme,,2,4,,0.333333333,1,5,1,3,0.5,0.75,,1,1,,0,0,1,0,,0.270833333,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,DURHAM WHINNEY,North East,49101611559,Ground Mounted,500,Not Applicable,209,209,Distribution,Yes,11,0.4,176.2,BELMONT,DH1 3BG,"DH1 3AU, DH1 3AT, DH1 3HF, DH1 3BF, DH1 3BJ, DH1 3AY, DH1 3BG, DH1 3AS, DH1 3DQ, DH1 3BE, DH1 3BD, DH1 3BQ, DH1 3DH, DL15 0JJ",Not Applicable,427946,541948,5.406132221,0.094635816,6.046598911,3.785432577,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,EAGLE HALL,North East,2.19684E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,STONEY CUT,SR7 8RU,Redacted,Not Applicable,441514,544895,3.350511551,0.058544206,5.140558243,0.585442066,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,EARLS HOUSE HOSPITAL,North East,8.92528E+11,Ground Mounted,800,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,POTTER HOUSE T1 T3,DH1 5RD,Redacted,Not Applicable,425122,545111,0.265164673,0.00462803,10.89708519,1.157007456,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,2,0.25,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,EASINGTON COLLEGE,North East,2.85557E+11,Ground Mounted,500,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,STONEY CUT,SR8 3AY,Redacted,Not Applicable,441610,543222,1.146226048,0.020008088,6.214203835,0.200080872,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,EASINGTON HOLMLEA,North East,9.83234E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,STONEY CUT,SR8 3UH,Redacted,Not Applicable,440898,543160,10.28801823,0.18151478,6.08844471,14.52118301,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,5,1,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,EASINGTON SOUTH,North East,3.60603E+11,Pole Mounted,100,Not Applicable,18,18,Distribution,Yes,20,0.4,17.4,STONEY CUT,SR8 3AZ,SR8 3AZ,Not Applicable,441293,542955,4.812400341,0.084190303,5.875873089,2.525709152,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,EAST CARR SIDE,North East,9.90979E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARTMOOR 66/20KV,TS21 4BG,Redacted,Not Applicable,438116,533042,1.877421141,0.032778913,8.493144035,5.244626045,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,EAST GRANGE,North East,4.62526E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,SPENNYMOOR 66/20KV,DH1 2TB,Redacted,Not Applicable,429445,539830,0.399903625,0.006979748,8.365940094,0.209392443,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,1,0,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,EAST HOLLING CARR,North East,6.56749E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARTMOOR 66/20KV,TS29 6NW,Redacted,Not Applicable,439488,533028,2.31791687,0.040477366,6.202744484,0.809547305,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,2,0.25,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,EAST HOWLE (DUR),North East,6.74925E+11,Ground Mounted,500,Not Applicable,6,6,Distribution,Yes,20,0.4,77.7,SPENNYMOOR 66/20KV,DL17 8SA,"DL17 8SA, DH6 5JX",Not Applicable,429386,533866,4.997375965,0.087442515,5.83797121,2.62327528,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,EAST ROUGHLEA,North East,2.20147E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL17 8RP,Redacted,Not Applicable,427824,531841,2.775575638,0.048480863,9.3722229,27.63409233,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,EDMONDSLEY FELL,North East,2.16266E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,POTTER HOUSE T1 T3,DH7 6DA,Redacted,Not Applicable,424193,549315,8.950899124,0.15750609,4.150876522,1.575060844,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,EDMONDSLEY SEWAGE,North East,6.67927E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,ANNFIELD 66/20KV,DH7 6DY,Redacted,Not Applicable,423741,549886,5.421639442,0.094908899,5.350570202,1.898177981,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,ELVET BRIDGE,North East,9.20704E+11,Ground Mounted,1000,Not Applicable,99,99,Distribution,Yes,11,0.4,700,DURHAM EAST,DH1 3AA,DH1 3AG,Not Applicable,427505,542426,18.63663673,0.337249187,6.855254173,107.9197388,Urban,0.013,Urban,Very low,Very low,Very low,Very low,Very low,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,ELVET ROYAL,North East,9.551E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 3JN,Redacted,Not Applicable,427645,542439,4.182183743,0.073122787,7.690789223,11.699646,Suburban,0.013,Urban,Medium,Medium,Low,Low,Low,,,,,,0,0.3,1.2,0,0,0,0,0.3,1.2,0,9.32174432,23.48932378,0,1,1,0,3.946523296,29.78718854,,Extreme,Extreme,,4,4,,1,1,4,0.75,5,1,0.875,,1,1,,0,0,1,0,,0.46875,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,EMBLETON GREEN,North East,8087330396,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,FISHBURN,TS22 5NS,Redacted,Not Applicable,440819,529883,4.796653271,0.083913523,5.473701,1.67827034,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,EMBLETON HALL,North East,7.77298E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARTMOOR 66/20KV,TS28 5NU,Redacted,Not Applicable,441207,531085,2.031843424,0.035477231,7.250887394,1.773861408,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,EMBLETON HOLE,North East,3.13518E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARTMOOR 66/20KV,TS22 5NS,Redacted,Not Applicable,442109,529819,4.370901585,0.076434956,5.567047596,1.52869916,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,EMBLETON VALVE,North East,3.21173E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARTMOOR 66/20KV,TS28 5NU,Redacted,Not Applicable,441069,531110,1.394960284,0.024351462,6.017748356,0.243514612,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,ENTERPRISE WAY NORTH,North East,1.18664E+11,Ground Mounted,500,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL16 6YP,Redacted,Not Applicable,427345,534760,0.481799334,0.008409183,7.081016064,0.084091835,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,1,0,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,FERRYHILL,North East,7.82619E+11,Ground Mounted,500,Not Applicable,265,265,Distribution,Yes,20,0.4,244,SPENNYMOOR 66/20KV,DL17 8HX,"DL17 8JD, DL17 8QB, DL17 8UB, DL17 8DT, DL17 8JB, DL17 8LF, DL17 8QA, DL17 8JL, DL17 8JG, DL17 8RD, DL17 8JQ, DL17 8HZ, DL17 8AE, DL17 8JF, DL17 8JE, DL17 8JN, DL17 8UA, DL17 8JA, DL17 8AF, DL17 8JH, DL17 8HX",Not Applicable,429011,532945,3.084766626,0.053891416,6.32198143,1.616742373,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,FERRYHILL CENTRAL,North East,1.64153E+11,Ground Mounted,500,Not Applicable,304,304,Distribution,Yes,20,0.4,189.2,SPENNYMOOR 66/20KV,DL17 8DN,"DL17 8LP, DL17 8BF, DL17 8AG, DL17 8LR, DL17 8DP, DL17 8DL, DL17 8LT, DL17 8DR, DL17 8AE, DL17 8DS, DL17 8DW, DL17 8DN, DL17 8AF, DL17 8AN, DL17 8TH",Not Applicable,428923,532696,5.127303123,0.089727968,4.71355772,0.89727968,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,FERRYHILL RAMSAY,North East,2.21785E+11,Ground Mounted,315,Not Applicable,142,142,Distribution,Yes,20,0.4,100.4,SPENNYMOOR 66/20KV,DL17 8PX,"DL17 8PZ, DL17 8TL, DL17 8PU, DL17 8TJ, DL17 8PY, DL17 8PX",Not Applicable,428119,532312,3.598399401,0.062886621,6.455301285,2.515464783,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,FERRYHILL STATION NELSON,North East,9.73296E+11,Pole Mounted,100,Not Applicable,15,15,Distribution,Yes,20,0.4,11.5,SPENNYMOOR 66/20KV,DL17 0BA,"DL17 0BH, DL17 0BQ",Not Applicable,430177,531594,16.74059105,0.300786756,4.197085857,6.015734673,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,4,0.75,0.375,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,FERRYHILL STATION NORTH,North East,8.03583E+11,Pole Mounted,100,Not Applicable,88,88,Distribution,Yes,20,0.4,100.1,SPENNYMOOR 66/20KV,DL17 0AB,"DL17 0AQ, DL17 0AE, DL17 0AB, DL17 0AG, DL17 0AL, DL17 0SW, DL17 0AH, DL17 0AA, DL17 0AN, DL17 8BP, DL17 0AJ, DL17 0AW",Not Applicable,430012,531959,7.051366806,0.123694697,5.491136074,3.71084094,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,FERRYHILL STATION WEST,North East,5.62808E+11,Pole Mounted,100,Not Applicable,95,95,Distribution,Yes,20,0.4,69.5,SPENNYMOOR 66/20KV,DL17 0DN,"DL17 0DJ, DL17 0DQ",Not Applicable,430281,530787,7.45434618,0.130841962,6.901299477,17.00945663,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,FINCHALE BANKS,North East,7.13433E+11,Pole Mounted,100,Not Applicable,12,12,Distribution,No,11,0.4,27.7,POTTER HOUSE T1 T3,DH4 6QP,"DH4 6QP, DH4 6QN, DH4 6QW",Not Applicable,430382,546985,1.554439545,0.027136746,7.988893032,2.170939684,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,FINE FARE DURHAM,North East,98971342337,Ground Mounted,800,Not Applicable,10,10,Distribution,Yes,11,0.4,124.4,BELMONT,DH1 2WP,"DH1 2RE, DH1 2XQ, DH1 2XU, DH1 2EB, DH1 2XH, DH1 2YB",Not Applicable,429547,542530,1.757589221,0.030685344,6.479702473,0.613706887,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,2,0.25,0.375,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,FISHBURN SEWAGE,North East,3.99565E+11,Pole Mounted,200,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,TS21 4AH,Redacted,Not Applicable,435591,531734,1.363821507,0.023807672,6.040332317,0.238076732,Broadleaved woodland,0.1,Woodland,,,,,,High,High,High,Medium,Medium,0,0,0,0.6,1.2,1.2,0.6,1.2,1.2,1.097638424,1.742392388,1.742392388,0.5,1,1,1.458583054,3.690870866,3.690870866,Significant,Extreme,Extreme,3,4,4,0.666666667,1,1,2,0.25,1,0,0.125,1,2,2,0,1,1,1,0,0.197916667,0.53125,0.53125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,FRAMWELLGATE MOOR WEST,North East,3.80062E+11,Ground Mounted,500,Not Applicable,52,52,Distribution,Yes,20,0.4,362.5,POTTER HOUSE T1 T3,DH1 5FQ,DH1 5FQ,Not Applicable,426362,544409,0.440876603,0.0076949,9.808839798,1.077286005,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.307693572,0,0,0,0,0,0.561538714,,,Low,,,1,,,0,5,1,2,0.25,0.625,,,1,,,0,3,0.5,,,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,G78 THINFORD LANE,North East,3.49754E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,SPENNYMOOR 66/20KV,DH6 5LJ,Redacted,Not Applicable,429963,535230,1.221471906,0.021321937,6.150603771,0.21321936,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,GABLE TERRACE,North East,5.79293E+11,Ground Mounted,500,Not Applicable,305,305,Distribution,Yes,20,0.4,363.1,FISHBURN,DH6 3RB,"DH6 3JT, DH6 3JZ, DH6 3RA, DH6 3NS, DH6 3JY, DH6 3JR, DH6 3JU, DH6 3JJ, DH6 3RB, DH6 3JS, DH6 3RF, DH6 3NH, DH6 3JG, DH6 3RE, DH6 3JW, DH6 3ND, DH6 3NJ, DH6 3SL, DH6 3NR, DH6 3LL, DH6 3NT, DH6 3NX, DH6 3JX, DH6 3NB, DH6 3NP, DH6 3RD, DH6 3NQ, DH6 3AT, DH6 3JQ, DH6 3JP",Not Applicable,437574,539055,2.684450626,0.046886815,5.362603664,0.468868166,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,1,0,0,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
